ObjectId2,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types,Country,EV Pricing,Restricted Access,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,Tract,GreaterRegion,MTFCC,FUNCSTAT,ALAND_sqm,AWATER_sqm,Contiguous,Contiguo_1,Contiguo_2,UCD_urban_,Tract_POPU,NAME_12,SQMI_ALAND,DAC,Income_Gro,Shape_Leng,Join_Count,TARGET_FID,x,y,ObjectId,x2,y2,DAC/LIC,rural,DCFC,EV Network Clean,weight,weight_
15356,ELEC,HONDA SANTA MAR HSM 9&10,1735 S Bradley Rd,Santa Maria,CA,93454,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.927612,-120.42168,8/19/23 7:00,258998,2023-08-19 00:44:04 UTC,,4/12/23 7:00,J1772,US,,,6,83,Santa Barbara County,2103,6083002103,21.03,Census Tract 21.03,2838206,7602,34.9306689,-120.4270588,6083002103,Los Angeles,G5020,S,2838206,7602,216015,143.2570606,1507.88,Urban,4495,Santa Barbara County,1.096871766,,Low,7002.897572,17,2615,-120.42168,34.927612,15695,-120.42168,34.927612,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
5441,ELEC,1635 Cahuenga boul.,1635 Cahuenga boul.,Los Angeles,CA,90028,E,,1,,FLO,https://flo.ca/,34.100719,-118.329623,8/19/23 7:00,165662,2023-08-19 01:00:37 UTC,,8/28/20 7:00,J1772,US,,,6,37,Los Angeles County,190700,6037190700,1907,Census Tract 1907,642502,0,34.0986626,-118.3336722,6037190700,Los Angeles,G5020,S,642502,0,16918169,3748.02911,4513.88,Urban,2685,Los Angeles County,0.24807594,Disadvantaged Community,Low,3810.857844,11,675,-118.329623,34.100719,5572,-118.329623,34.100719,1,0,0,FLO,3.82E-05,5.53E-05
11342,ELEC,RC CIVIC CENTER VISITOR LOT CH,10500 Civic Center Dr,Rancho Cucamonga,CA,91730,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.103076,-117.575286,8/19/23 7:00,202039,2023-08-19 00:34:35 UTC,,12/4/21 8:00,J1772,US,,,6,71,San Bernardino County,2110,6071002110,21.1,Census Tract 21.10,12624662,0,34.0907982,-117.5668156,6071002110,Southern Other,G5020,S,12624662,0,16918169,3748.02911,4513.88,Urban,7460,San Bernardino County,4.872640059,Disadvantaged Community,Middle,15258.56777,13,7787,-117.575286,34.103076,11491,-117.575286,34.103076,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
1988,ELEC,IRVINE COMPANY LOS OLIVOS MP 1,8505 Irvine Center Dr,Irvine,CA,92618,E,,1,,ChargePoint Network,http://www.chargepoint.com/,33.645941,-117.745259,8/19/23 7:00,143131,2023-08-19 00:17:26 UTC,,8/15/19 7:00,J1772,US,,,6,59,Orange County,62621,6059062621,626.21,Census Tract 626.21,10406764,100853,33.6296112,-117.7515914,6059062621,Los Angeles,G5020,S,10406764,100853,16918169,3748.02911,4513.88,Urban,12331,Orange County,4.029727269,,Middle,18523.6692,8,6792,-117.745259,33.645941,1906,-117.745259,33.645941,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
3026,ELEC,UCSF CAMPUS ACC P5 EV2,400 Parnassus Ave,San Francisco,CA,94122,E,,2,,ChargePoint Network,http://www.chargepoint.com/,37.763634,-122.45763,8/19/23 7:00,159546,2023-08-19 00:10:25 UTC,,6/12/20 7:00,J1772,US,,,6,75,San Francisco County,30101,6075030101,301.01,Census Tract 301.01,346434,0,37.7642376,-122.4597334,6075030101,San Francisco,G5020,S,346434,0,6987344,1863.146371,3750.29,Urban,5048,San Francisco County,0.13375886,,Middle,3508.124601,9,598,-122.45763,37.763634,3697,-122.45763,37.763634,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
3193,ELEC,BARNARD WAY HOA STATION 2,10 Ocean Park Blvd,Santa Monica,CA,90405,T,,2,,ChargePoint Network,http://www.chargepoint.com/,34.001225,-118.485095,8/19/23 7:00,159988,2023-08-19 00:06:39 UTC,,6/12/20 7:00,J1772,US,,,6,37,Los Angeles County,702102,6037702102,7021.02,Census Tract 7021.02,931232,203768,34.0009853,-118.4807228,6037702102,Los Angeles,G5020,S,931232,203768,16918169,3748.02911,4513.88,Urban,6065,Los Angeles County,0.359550924,,Middle,4827.417182,25,6387,-118.485095,34.001225,3315,-118.485095,34.001225,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
12645,ELEC,Granite Bay Main Beach Parking Lot,Park Rd,Granite Bay,CA,95746,E,,2,,Non-Networked,,38.75562449,-121.1487421,6/14/22 7:00,218633,2023-02-14 15:54:11 UTC,P,5/18/22 7:00,J1772,US,,FALSE,6,61,Placer County,20601,6061020601,206.01,Census Tract 206.01,24921085,21186168,38.7673953,-121.1351476,6061020601,Sacramento,G5020,S,24921085,21186168,1961917,842.9358486,2327.48,Urban,7675,Placer County,9.620585388,,High,42963.66981,2,5913,-121.1487421,38.75562449,12052,-121.1487421,38.75562449,0,0,0,Other,6.82E-05,9.88E-05
15793,ELEC,2221 W Duane St,2221 W Duane St,Los Angeles,CA,90039,E,,1,,FLO,https://flo.ca/,34.09035936,-118.2602591,8/19/23 7:00,260811,2023-08-19 01:00:37 UTC,,5/13/23 7:00,J1772,US,,,6,37,Los Angeles County,195500,6037195500,1955,Census Tract 1955,1215210,0,34.0881865,-118.2646124,6037195500,Los Angeles,G5020,S,1215210,0,16918169,3748.02911,4513.88,Urban,5548,Los Angeles County,0.469195784,,High,6086.928278,4,5176,-118.2602591,34.09035936,15919,-118.2602591,34.09035936,0,0,0,FLO,3.82E-05,5.53E-05
13570,ELEC,JECT CROWN RETAIL 34,1201 Kettering Dr,Ontario,CA,91761,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.051962,-117.546951,8/19/23 7:00,224474,2023-08-19 00:39:17 UTC,,7/27/22 7:00,J1772,US,,,6,71,San Bernardino County,12700,6071012700,127,Census Tract 127,26807887,0,34.0490495,-117.5557698,6071012700,Southern Other,G5020,S,26807887,0,16918169,3748.02911,4513.88,Urban,3920,San Bernardino County,10.3505784,Disadvantaged Community,Middle,28707.46246,18,3961,-117.546951,34.051962,13945,-117.546951,34.051962,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
8497,ELEC,SDC STATION 1 SDC GATEWAY,9109 E 8th St,Rancho Cucamonga,CA,91730,E,,1,,ChargePoint Network,http://www.chargepoint.com/,34.092031,-117.608396,8/19/23 7:00,178908,2023-08-19 00:02:30 UTC,,1/27/21 8:00,J1772,US,,,6,71,San Bernardino County,1311,6071001311,13.11,Census Tract 13.11,1537807,0,34.0856011,-117.5989045,6071001311,Southern Other,G5020,S,1537807,0,16918169,3748.02911,4513.88,Urban,3350,San Bernardino County,0.593750358,Disadvantaged Community,Middle,5492.077372,2,7775,-117.608396,34.092031,8532,-117.608396,34.092031,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
8368,ELEC,MUROCJUSD STATION 2,17100 Foothill Ave,North Edwards,CA,93523,E,,2,,ChargePoint Network,http://www.chargepoint.com/,35.015462,-117.826602,8/19/23 7:00,181270,2023-08-19 00:26:11 UTC,,1/27/21 8:00,J1772,US,,,6,29,Kern County,6500,6029006500,65,Census Tract 65,2031989915,2059603,35.2098975,-117.8818657,6029006500,Los Angeles,G5020,S,2031989915,2059603,0,0,0,Rural,4501,Kern County,784.8658773,Disadvantaged Community,Low,351234.5941,7,6856,-117.826602,35.015462,8818,-117.826602,35.015462,1,1,0,ChargePoint Network,6.82E-05,9.88E-05
7385,ELEC,VTA BERRYESSA 11,925 Berryessa Station Way Parking Structure,San Jose,CA,95133,E,,1,,ChargePoint Network,http://www.chargepoint.com/,37.366829,-121.873535,8/19/23 7:00,178553,2023-08-19 00:04:56 UTC,,1/27/21 8:00,J1772,US,,,6,85,Santa Clara County,504319,6085504319,5043.19,Census Tract 5043.19,2088391,0,37.3737018,-121.8672417,6085504319,San Francisco,G5020,S,2088391,0,6987344,1863.146371,3750.29,Urban,7633,Santa Clara County,0.806342753,,Middle,6632.617883,19,811,-121.873535,37.366829,7850,-121.873535,37.366829,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
12952,ELEC,UCSD P703 4,3677 Voigt Dr,San Diego,CA,92037,E,,2,,ChargePoint Network,http://www.chargepoint.com/,32.880992,-117.221063,8/19/23 7:00,206024,2023-08-19 00:35:21 UTC,,2/9/22 8:00,J1772,US,,,6,73,San Diego County,8305,6073008305,83.05,Census Tract 83.05,4460722,0,32.8797623,-117.2318177,6073008305,San Diego,G5020,S,4460722,0,3153807,966.3614081,3263.59,Urban,1460,San Diego County,1.721155071,,Low,9027.141625,118,1928,-117.221063,32.880992,12661,-117.221063,32.880992,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
9284,ELEC,VV CAMPUS CS STATION #2,1020 Nut Tree Rd,Vacaville,CA,95687,E,,1,,ChargePoint Network,http://www.chargepoint.com/,38.353932,-121.952645,8/19/23 7:00,185481,2023-08-19 00:29:26 UTC,,3/3/21 8:00,J1772,US,,,6,95,Solano County,252912,6095252912,2529.12,Census Tract 2529.12,2525063,0,38.3572485,-121.9443575,6095252912,San Francisco,G5020,S,2525063,0,6987344,1863.146371,3750.29,Urban,5668,Solano County,0.974931874,,High,7092.598618,2,2693,-121.952645,38.353932,9092,-121.952645,38.353932,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
768,ELEC,Los Angeles County Sheriff - Fleet Shop,1104 N Eastern Ave,Los Angeles,CA,90063,E,,2,,POWERFLEX,https://www.powerflex.com,34.049649,-118.172315,8/10/22 7:00,67303,2023-02-14 15:54:11 UTC,LG,8/1/14 7:00,J1772,US,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,FALSE,6,37,Los Angeles County,530602,6037530602,5306.02,Census Tract 5306.02,672831,0,34.0527222,-118.1715837,6037530602,Los Angeles,G5020,S,672831,0,16918169,3748.02911,4513.88,Urban,1769,Los Angeles County,0.256191032,Disadvantaged Community,Low,4431.841739,7,4303,-118.172315,34.049649,569,-118.172315,34.049649,1,0,0,Other,3.82E-05,5.53E-05
3370,ELEC,DC CORRIDOR RIVER PARK L2,150 E Via del Parque,Fresno,CA,93711,E,,2,,ChargePoint Network,http://www.chargepoint.com/,36.851495,-119.788957,8/19/23 7:00,158745,2023-08-19 00:20:09 UTC,,6/12/20 7:00,J1772,US,,,6,19,Fresno County,4408,6019004408,44.08,Census Tract 44.08,5238645,29341,36.8626333,-119.7952018,6019004408,Central Other,G5020,S,5238645,29341,693154,194.1499714,3570.2,Urban,3566,Fresno County,2.003139647,,Middle,11179.48784,13,2514,-119.788957,36.851495,3683,-119.788957,36.851495,0,0,0,ChargePoint Network,6.82E-05,9.88E-05
278,ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Davis,CA,95616,E,3,7,,Non-Networked,,38.544538,-121.749713,1/10/23 8:00,33557,2023-02-14 15:54:11 UTC,P,12/1/08 8:00,J1772 NEMA520,US,Parking fee,FALSE,6,113,Yolo County,10501,6113010501,105.01,Census Tract 105.01,13674641,0,38.5369622,-121.7849003,6113010501,Sacramento,G5020,S,13674641,0,71684,16.07655446,4458.92,Urban,8606,Yolo County,5.279806239,,Low,19610.57461,17,2206,-121.749713,38.544538,243,-121.749713,38.544538,1,0,0,Other,6.82E-05,9.88E-05
14460,ELEC,SKY RIVER EV HR LOT 7,1 Sky River Parkway,Elk Grove,CA,95757,E,,2,,ChargePoint Network,http://www.chargepoint.com/,38.381174,-121.368477,8/19/23 7:00,235678,2023-08-19 00:41:19 UTC,,11/4/22 7:00,J1772,US,,,6,67,Sacramento County,9638,6067009638,96.38,Census Tract 96.38,122969071,941078,38.3360221,-121.4080964,6067009638,Sacramento,G5020,S,122969071,941078,0,0,0,Rural,12225,Sacramento County,47.47859962,,Middle,51141.97237,52,7607,-121.368477,38.381174,14701,-121.368477,38.381174,0,1,0,ChargePoint Network,6.82E-05,9.88E-05
11437,ELEC,VALET 7TH FLOOR 5,1200 Athens Ave,Lincoln,CA,95648,E,,2,,ChargePoint Network,http://www.chargepoint.com/,38.840834,-121.315222,8/19/23 7:00,197766,2023-08-19 00:32:34 UTC,,10/15/21 7:00,J1772,US,,,6,61,Placer County,23200,6061023200,232,Census Tract 232,11376398,0,38.8536963,-121.3260338,6061023200,Sacramento,G5020,S,11376398,0,1961917,842.9358486,2327.48,Urban,6000,Placer County,4.377399379,,High,21064.66363,21,7187,-121.315222,38.840834,11607,-121.315222,38.840834,0,0,0,ChargePoint Network,6.82E-05,9.88E-05
2416,ELEC,12581 W VANOWEN ST,12581 W VANOWEN ST,Los Angeles,CA,91605,E,,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,34.19402,-118.406849,8/19/23 7:00,145594,2023-08-19 00:49:18 UTC,,9/27/19 7:00,J1772,US,,,6,37,Los Angeles County,123304,6037123304,1233.04,Census Tract 1233.04,879083,0,34.1965389,-118.4060882,6037123304,Los Angeles,G5020,S,879083,0,16918169,3748.02911,4513.88,Urban,4362,Los Angeles County,0.339415704,Disadvantaged Community,Low,4091.886382,2,5956,-118.406849,34.19402,2609,-118.406849,34.19402,1,0,0,Other,3.82E-05,5.53E-05
4032,ELEC,ARE-ILLINOIS ST STATION 2,499 Illinois St,San Francisco,CA,94158,E,,2,,ChargePoint Network,http://www.chargepoint.com/,37.766074,-122.387597,8/19/23 7:00,160681,2023-08-19 00:01:40 UTC,,6/12/20 7:00,J1772,US,,,6,75,San Francisco County,60700,6075060700,607,Census Tract 607,2082513,844390,37.7724142,-122.3904583,6075060700,San Francisco,G5020,S,2082513,844390,6987344,1863.146371,3750.29,Urban,13222,San Francisco County,0.843266459,,High,8257.93676,68,612,-122.387597,37.766074,4454,-122.387597,37.766074,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
14390,ELEC,650 TOWNSEND BCP 1,699 8th St,San Francisco,CA,94103,E,,2,,ChargePoint Network,http://www.chargepoint.com/,37.770336,-122.403787,8/19/23 7:00,236233,2023-08-19 00:41:23 UTC,,11/17/22 8:00,J1772,US,,,6,75,San Francisco County,18000,6075018000,180,Census Tract 180,937021,0,37.7753304,-122.4022764,6075018000,San Francisco,G5020,S,937021,0,6987344,1863.146371,3750.29,Urban,3457,San Francisco County,0.361785682,,High,5213.721842,11,958,-122.403787,37.770336,14848,-122.403787,37.770336,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
1273,ELEC,Chalet View Lodge - Tesla Destination,72056 Hwy 70,Graeagle,CA,96103,E,,3,,Tesla Destination,https://www.tesla.com/destination-charging,39.793039,-120.531491,10/6/22 7:00,112991,2023-01-18 15:15:20 UTC,P,7/31/17 7:00,TESLA,US,Free,,6,63,Plumas County,300,6063000300,3,Census Tract 3,1693367107,23281444,39.9140149,-120.3358401,6063000300,Northern Other,G5020,S,1693367107,23281444,0,0,0,Rural,4409,Plumas County,653.8039873,,Low,237266.0283,1,4671,-120.531491,39.793039,1799,-120.531491,39.793039,1,1,0,Tesla Destination,6.82E-05,9.88E-05
16668,ELEC,SANPASQUALPARK A01,27263 N Lake Wohlford Rd,Valley Center,CA,92082,E,,1,,ChargePoint Network,http://www.chargepoint.com/,33.209584,-116.96989,8/19/23 7:00,306318,2023-08-19 00:31:59 UTC,,8/4/23 7:00,J1772,US,,,6,73,San Diego County,19107,6073019107,191.07,Census Tract 191.07,102090244,0,33.2114753,-116.9120553,6073019107,San Diego,G5020,S,102090244,0,0,0,0,Rural,2067,San Diego County,39.41566669,,Low,48629.52396,6,1785,-116.96989,33.209584,16637,-116.96989,33.209584,1,1,0,ChargePoint Network,6.82E-05,9.88E-05
14440,ELEC,SKY RIVER EV HR LOT 4,1 Sky River Parkway,Elk Grove,CA,95757,E,,2,,ChargePoint Network,http://www.chargepoint.com/,38.38109,-121.368455,8/19/23 7:00,235675,2023-08-19 00:41:19 UTC,,11/4/22 7:00,J1772,US,,,6,67,Sacramento County,9638,6067009638,96.38,Census Tract 96.38,122969071,941078,38.3360221,-121.4080964,6067009638,Sacramento,G5020,S,122969071,941078,0,0,0,Rural,12225,Sacramento County,47.47859962,,Middle,51141.97237,52,7607,-121.368455,38.38109,14511,-121.368455,38.38109,0,1,0,ChargePoint Network,6.82E-05,9.88E-05
15082,ELEC,Westfield Valley Fair Garage North Macy's,2801 Stevens Creek Blvd,San Jose,CA,95128,E,,2,,Volta,https://voltacharging.com/,37.3249855,-121.9422635,8/19/23 7:00,253669,2023-08-19 00:58:30 UTC,,2/8/23 8:00,J1772,US,,,6,85,Santa Clara County,505800,6085505800,5058,Census Tract 5058,1690311,0,37.3316093,-121.9439869,6085505800,San Francisco,G5020,S,1690311,0,6987344,1863.146371,3750.29,Urban,4279,Santa Clara County,0.651306197,,Middle,6682.869256,11,1307,-121.9422635,37.3249855,15909,-121.9422635,37.3249855,0,0,0,Volta,3.82E-05,5.53E-05
15954,ELEC,IRVINE  CO  OFC ST 17700 55,17700 Laguna Canyon Rd,Irvine,CA,92618,E,,2,,ChargePoint Network,http://www.chargepoint.com/,33.645781,-117.765009,8/19/23 7:00,254164,2023-08-19 00:39:33 UTC,,2/17/23 8:00,J1772,US,,,6,59,Orange County,62604,6059062604,626.04,Census Tract 626.04,52255934,2569403,33.585416,-117.7988845,6059062604,Los Angeles,G5020,S,52255934,2569403,16918169,3748.02911,4513.88,Urban,15355,Orange County,20.17612217,,High,47556.22402,85,6746,-117.765009,33.645781,15059,-117.765009,33.645781,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
4632,ELEC,Chase Chevrolet,6441 Holman Rd,Stockton,CA,95212,E,,2,,Non-Networked,,38.018189,-121.271691,6/12/23 7:00,164678,2023-06-12 16:56:16 UTC,P,4/1/18 7:00,J1772,US,,,6,77,San Joaquin County,3500,6077003500,35,Census Tract 35,26417375,54005,38.0298609,-121.2450807,6077003500,Central Other,G5020,S,26417375,54005,1031097,443.6045041,2324.36,Urban,23978,San Joaquin County,10.19978781,Disadvantaged Community,High,23895.89122,4,5557,-121.271691,38.018189,4451,-121.271691,38.018189,1,0,0,Other,6.82E-05,9.88E-05
2375,ELEC,BEVERLYHOSPITAL EV2,309 W. Beverly Boulevard EV 2,Montebello,CA,90640,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.014197,-118.099612,8/19/23 7:00,158706,2023-08-19 00:20:24 UTC,,6/12/20 7:00,J1772,US,,,6,37,Los Angeles County,530101,6037530101,5301.01,Census Tract 5301.01,989261,23241,34.0116507,-118.0998041,6037530101,Los Angeles,G5020,S,989261,23241,16918169,3748.02911,4513.88,Urban,5285,Los Angeles County,0.381956037,Disadvantaged Community,Low,4281.726711,3,4203,-118.099612,34.014197,2190,-118.099612,34.014197,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
7140,ELEC,LPCH MAIN EV 19,725 Welch Rd,Palo Alto,CA,94304,E,,1,,ChargePoint Network,http://www.chargepoint.com/,37.436256,-122.173113,8/19/23 7:00,178279,2023-08-19 00:05:48 UTC,,1/27/21 8:00,J1772,US,,,6,85,Santa Clara County,511609,6085511609,5116.09,Census Tract 5116.09,1537202,0,37.4385451,-122.1744137,6085511609,San Francisco,G5020,S,1537202,0,6987344,1863.146371,3750.29,Urban,3407,Santa Clara County,0.579197402,,Middle,9598.819811,34,2874,-122.173113,37.436256,7397,-122.173113,37.436256,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
2696,ELEC,2310 Lillyvale Ave,2310 Lillyvale,Los Angeles,CA,90032,E,,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,34.072312,-118.164199,8/19/23 7:00,155581,2023-08-19 00:49:29 UTC,,4/26/20 7:00,J1772,US,,,6,37,Los Angeles County,201700,6037201700,2017,Census Tract 2017,1694749,0,34.0674315,-118.1708887,6037201700,Los Angeles,G5020,S,1694749,0,16918169,3748.02911,4513.88,Urban,5514,Los Angeles County,0.654345978,Disadvantaged Community,Low,6487.090915,25,587,-118.164199,34.072312,2927,-118.164199,34.072312,1,0,0,Other,3.82E-05,5.53E-05
5868,ELEC,CITY_OF_SEASIDE SEASIDELIBRARY2,590 Harcourt Ave,Seaside,CA,93955,E,,2,,ChargePoint Network,http://www.chargepoint.com/,36.603617,-121.852517,8/19/23 7:00,170268,2023-08-19 00:28:19 UTC,,12/18/20 8:00,J1772,US,,,6,53,Monterey County,14000,6053014000,140,Census Tract 140,2648010,362498,36.6151277,-121.8488475,6053014000,Central Other,G5020,S,2648010,362498,126149,112.5747404,1120.58,Urban,2427,Monterey County,1.022401957,,Low,8446.900154,8,1125,-121.852517,36.603617,5356,-121.852517,36.603617,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
7542,ELEC,BRESSI RETAIL STATION 2,2634 Gateway Road Sprouts Station,Carlsbad,CA,92009,T,,2,,ChargePoint Network,http://www.chargepoint.com/,33.128661,-117.253778,8/19/23 7:00,177456,2023-08-19 00:10:35 UTC,,1/27/21 8:00,J1772,US,,,6,73,San Diego County,20013,6073020013,200.13,Census Tract 200.13,10471195,0,33.1173858,-117.2489029,6073020013,San Diego,G5020,S,10471195,0,3153807,966.3614081,3263.59,Urban,14679,San Diego County,4.018665447,,High,14414.10627,11,1815,-117.253778,33.128661,7462,-117.253778,33.128661,0,0,0,ChargePoint Network,6.82E-05,9.88E-05
3310,ELEC,CSG EV SB STATION 2,1221 Anacapa St,Santa Barbara,CA,93101,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.424862,-119.704078,8/19/23 7:00,159737,2023-08-19 00:08:36 UTC,,6/12/20 7:00,J1772,US,,,6,83,Santa Barbara County,900,6083000900,9,Census Tract 9,1750325,0,34.4222771,-119.6975296,6083000900,Los Angeles,G5020,S,1750325,0,186741,83.57408872,2234.44,Urban,3574,Santa Barbara County,0.675803983,,Low,6521.696545,28,2439,-119.704078,34.424862,3342,-119.704078,34.424862,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
3266,ELEC,REVERE CAMPBELL STATION 1,1707 Los Gatos Creek Trail,Campbell,CA,95008,E,,2,,ChargePoint Network,http://www.chargepoint.com/,37.292156,-121.93323,8/19/23 7:00,158738,2023-08-19 00:20:10 UTC,,6/12/20 7:00,J1772,US,,,6,85,Santa Clara County,502604,6085502604,5026.04,Census Tract 5026.04,1281448,0,37.2837456,-121.9372588,6085502604,San Francisco,G5020,S,1281448,0,6987344,1863.146371,3750.29,Urban,4116,Santa Clara County,0.494754964,,Middle,7471.444383,27,5090,-121.93323,37.292156,3788,-121.93323,37.292156,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
1610,ELEC,Joyce Vineyards - Tesla Destination,1 E Carmel Valley Rd,Carmel Valley,CA,93924,E,,4,,Tesla Destination,https://www.tesla.com/destination-charging,36.477736,-121.728896,10/6/22 7:00,112912,2023-01-18 15:15:20 UTC,P,6/18/18 7:00,TESLA,US,Free,,6,53,Monterey County,11000,6053011000,110,Census Tract 110,489637268,1554833,36.3913637,-121.6806215,6053011000,Central Other,G5020,S,489637268,1554833,0,0,0,Rural,5844,Monterey County,189.0499192,,High,141800.287,7,893,-121.728896,36.477736,1011,-121.728896,36.477736,0,1,0,Tesla Destination,6.82E-05,9.88E-05
4395,ELEC,CITY HALL LOT CITY HALL,227 N Harvard Ave,Claremont,CA,91711,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.096114,-117.716677,8/18/23 7:00,161143,2023-08-18 23:58:32 UTC,,6/12/20 7:00,J1772,US,,,6,37,Los Angeles County,401902,6037401902,4019.02,Census Tract 4019.02,2656563,3536,34.1011641,-117.7249135,6037401902,Los Angeles,G5020,S,2656563,3536,16918169,3748.02911,4513.88,Urban,6223,Los Angeles County,1.025704287,,High,7554.984495,5,2177,-117.716677,34.096114,4918,-117.716677,34.096114,0,0,0,ChargePoint Network,3.82E-05,5.53E-05
9122,ELEC,CITY OF FRESNO PROMENADE 1,2650 Tulare St,Fresno,CA,93721,E,,1,,ChargePoint Network,http://www.chargepoint.com/,36.739103,-119.782585,8/19/23 7:00,183475,2023-08-19 00:25:23 UTC,,1/27/21 8:00,J1772,US,,,6,19,Fresno County,502,6019000502,5.02,Census Tract 5.02,1181123,0,36.7444099,-119.7815454,6019000502,Central Other,G5020,S,1181123,0,693154,194.1499714,3570.2,Urban,3594,Fresno County,0.456034339,Disadvantaged Community,Low,4770.408799,9,5774,-119.782585,36.739103,9528,-119.782585,36.739103,1,0,0,ChargePoint Network,6.82E-05,9.88E-05
8484,ELEC,ARE - 10996 STATION 2,10996 Torreyana Rd,San Diego,CA,92121,E,,1,,ChargePoint Network,http://www.chargepoint.com/,32.904111,-117.238669,8/19/23 7:00,179316,2023-08-19 00:00:53 UTC,,1/27/21 8:00,J1772,US,,,6,73,San Diego County,8339,6073008339,83.39,Census Tract 83.39,11791380,74176,32.9028483,-117.2312349,6073008339,San Diego,G5020,S,11791380,74176,3153807,966.3614081,3263.59,Urban,1987,San Diego County,4.557649167,,Middle,21187.23387,49,2099,-117.238669,32.904111,8519,-117.238669,32.904111,0,0,0,ChargePoint Network,6.82E-05,9.88E-05
12525,ELEC,RIO HONDO POLICE ACADEMY,Workman Mill Rd,Whittier,CA,90601,E,,2,,ChargePoint Network,http://www.chargepoint.com/,34.022642,-118.031488,8/19/23 7:00,214276,2023-08-19 00:37:26 UTC,,4/19/22 7:00,J1772,US,,,6,37,Los Angeles County,408402,6037408402,4084.02,Census Tract 4084.02,11572331,2068,34.0145909,-118.0024823,6037408402,Los Angeles,G5020,S,11572331,2068,16918169,3748.02911,4513.88,Urban,6646,Los Angeles County,4.468090105,,Low,19051.77728,36,3893,-118.031488,34.022642,12469,-118.031488,34.022642,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
7259,ELEC,IRVINE  CO  OFC MC 690 08,690 N McCarthy Blvd,Milpitas,CA,95035,E,,1,,ChargePoint Network,http://www.chargepoint.com/,37.437029,-121.922841,8/19/23 7:00,178201,2023-08-19 00:06:47 UTC,,1/27/21 8:00,J1772,US,,,6,85,Santa Clara County,504602,6085504602,5046.02,Census Tract 5046.02,58282936,5655718,37.4495304,-121.9940964,6085504602,San Francisco,G5020,S,58282936,5655718,6987344,1863.146371,3750.29,Urban,2355,Santa Clara County,22.5085825,Disadvantaged Community,Low,39616.71161,45,3709,-121.922841,37.437029,7606,-121.922841,37.437029,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
8206,ELEC,MILLBRAE 446 BROADWAY #2,446 Broadway,Millbrae,CA,94030,E,,2,,ChargePoint Network,http://www.chargepoint.com/,37.602168,-122.392969,8/19/23 7:00,178800,2023-08-19 00:04:07 UTC,,1/27/21 8:00,J1772,US,,,6,81,San Mateo County,604400,6081604400,6044,Census Tract 6044,2005116,30068,37.6067243,-122.3911489,6081604400,San Francisco,G5020,S,2005116,30068,6987344,1863.146371,3750.29,Urban,5271,San Mateo County,0.776143399,,Low,8521.967308,12,4833,-122.392969,37.602168,8123,-122.392969,37.602168,1,0,0,ChargePoint Network,3.82E-05,5.53E-05
